name,gender,City,State,Age,charges
ankur sharma,m,Kumbakonam,Tamil Nadu ,31,"Dacoity (Sec 395), Abetment of suicide (Sec 306)"
shivani,f,Rajapalaiyam,Tamil Nadu ,27,"Robbery (Sec 392), Drunk driving"
jahagir khan,m,Ramagundam,Telangana,22,"Money laundering, Unlawful activities (UAPA)"
niksiya,f,Muzaffarnagar,Uttar Pradesh,49,"Robbery (Sec 392), Consumer complaints, Attempt to murder (Sec 307)"
seema_3.0,f,Meerut,Uttar Pradesh,58,Money laundering
shabina,f,Patna,Bihar,62,"Civil contempt, Dacoity (Sec 395)"
sahanaj khatun,f,Bidar,Karnataka,32,"Violation of traffic signals, Consumer complaints, Hacking"
rubi,f,Dispur,Assam,45,Theft (Sec 378)
kumari lelina,f,Jhansi,Uttar Pradesh,74,Theft (Sec 378)
kajal_2.0,f,Shimoga,Karnataka,52,"Forgery (Sec 463), Attempt to murder (Sec 307), Abetment of suicide (Sec 306)"
rakesh kumar,m,Patiala,Punjab,45,"Environmental violations (EPA), Divorce and matrimonial issues"
deepa_2.0,f,Imphal,Manipur,64,Sexual offences against children (POSCO Act)
rupan kumar,m,Tonk,Rajasthan,74,"Violation of traffic signals, Rape (Sec 376)"
chetna,f,Latur,Maharashtra,28,"Illegal possession or use of arms (Arms Act), Criminal contempt"
pinki,f,Hisar,Haryana,58,"Civil contempt, Sexual offences against children (POSCO Act), Land encroachment"
jaya chauhan,f,Tiruchchirappalli,Tamil Nadu ,64,Cruelty by husband or relatives (Sec 498A)
rajendra podhar,m,Bidar,Karnataka,68,"Murder (Sec 302), Unlawful activities (UAPA), Narcotic Drugs and Psychotropic Substances offences (NDPS Act)"
swati,f,Tuticorin,Tamil Nadu ,67,"Breach of contract, Land encroachment, Sexual offences against children (POSCO Act)"
kishor,m,Alwar,Rajasthan,78,Illegal possession or use of arms (Arms Act)
sangeeta,f,Agartala,Tripura,56,"Criminal contempt, Atrocities against SC/ST (SC/ST Act), Murder (Sec 302)"
jyoti_2.0,f,Tiruchchirappalli,Tamil Nadu ,52,Robbery (Sec 392)
parsnath,m,Bellary,Karnataka,48,Violation of traffic signals
rajani,f,Ajmer,Rajasthan,43,"Sedition (Sec 124A), Cheating (Sec 415), Rape (Sec 376)"
mohini singh,f,Gulbarga,Karnataka,26,"Dowry death (Sec 304B), Rape (Sec 376)"
kanchan_1.0,f,Ratlam,Madhya Pradesh,76,"Drunk driving, Data theft"
mamta_1.0,f,Kota,Rajasthan,78,"Cyber stalking, Criminal breach of trust (Sec 405), Online harassment"
dipali,f,Karimnagar,Telangana,71,"Criminal contempt, Sedition (Sec 124A)"
revndrshing,m,Mathura,Uttar Pradesh,49,"Concealing intent to wage war (Sec 123), Cheating (Sec 415), Divorce and matrimonial issues"
dev kanwar,f,Alipurduar,West Bengal,30,Overspeeding
arvind kumar,m,Daman,Daman and Diu,61,Narcotic Drugs and Psychotropic Substances offences (NDPS Act)
anju,f,Pilibhit,Uttar Pradesh,42,"Extortion (Sec 383), Divorce and matrimonial issues"
brij mohan,m,Proddatur,Andhra Pradesh,24,"Cyber stalking, Dowry death (Sec 304B), Illegal possession or use of arms (Arms Act)"
aaditya yadav,m,Vizianagaram,Andhra Pradesh,25,"Data theft, Theft (Sec 378)"
devraj,m,Shillong ,Meghalaya,22,"Civil contempt, Cyber stalking"
julfikaar,m,Nellore,Andhra Pradesh,27,Criminal breach of trust (Sec 405)
ranbir,m,Porbandar,Gujarat,33,"Kidnapping (Sec 363–369), Environmental violations (EPA)"
chanda,f,Pilibhit,Uttar Pradesh,55,"Illegal possession or use of arms (Arms Act), Rape (Sec 376)"
avinash kumar,m,Ahmedabad,Gujarat,53,"Bigamy (Sec 494), Pollution Control Board violations, Consumer complaints"
chandu,m,Alipurduar,West Bengal,28,"Rape (Sec 376), Sedition (Sec 124A), Data theft"
anurag,m,Porbandar,Gujarat,70,"Criminal breach of trust (Sec 405), Illegal possession or use of arms (Arms Act)"
pooja_8.0,f,Imphal,Manipur,34,"Consumer complaints, Dacoity (Sec 395)"
sapna,f,Pune,Maharashtra,64,"Data theft, Robbery (Sec 392)"
shalu,f,Bhuj,Gujarat,54,"Illegal possession or use of arms (Arms Act), Murder (Sec 302), Forgery (Sec 463)"
dinesh,m,Vellore,Tamil Nadu ,62,Violation of traffic signals
man singh,m,Krishnanagar,West Bengal,68,"Cyber stalking, Illegal possession or use of arms (Arms Act)"
lalu,m,Jammu,Jammu and Kashmir,21,"Sedition (Sec 124A), Civil contempt, Theft (Sec 378)"
shanti devi_1.0,f,Bhatpara,West Bengal,45,"Concealing intent to wage war (Sec 123), Waging war against the Government (Sec 121)"
megha bhasin,f,Aurangabad,Maharashtra,33,"Abetment of suicide (Sec 306), Overspeeding, Fraud"
dhramveer,m,Jorhat,Assam,33,"Land encroachment, Sedition (Sec 124A)"
rahul kumar,m,Amaravati,Maharashtra,43,"Criminal contempt, Hacking, Sexual offences against children (POSCO Act)"
sanju,m,Ghandinagar,Gujarat,41,"Concealing intent to wage war (Sec 123), Cyber stalking"
babli,f,Gopalpur,Uttar Pradesh,67,"Culpable homicide (Sec 304), Data theft, Sedition (Sec 124A)"
pushkar,m,Tiruvannamalai,Tamil Nadu ,43,Murder (Sec 302)
brijesh,m,Mumbai,Maharashtra,60,"Kidnapping (Sec 363–369), Money laundering, Money laundering (PMLA)"
guddu rai,m,Dhanbad,Jharkhand,24,"Environmental violations (EPA), Cyber stalking"
shiv kumar,m,Bhilai,Chhattisgarh,28,"Drunk driving, Culpable homicide (Sec 304)"
pintu,m,Bhatpara,West Bengal,31,Sedition (Sec 124A)
gaurav shankar,m,Patiala,Punjab,74,"Divorce and matrimonial issues, Fraud"
ravinder,f,Itanagar,Arunachal Pradesh,70,"Pollution Control Board violations, Breach of contract, Theft (Sec 378)"
dinesh mishra,m,Kolhapur,Maharashtra,49,"Civil contempt, Property disputes, Murder (Sec 302)"
kavita,f,Silchar,Assam,32,Land encroachment
ram ratan,m,Cuttack,Odisha,67,"Abetment of suicide (Sec 306), Counterfeiting currency (Sec 489A), Extortion (Sec 383)"
arvind,m,Samlaipadar,Odisha,35,"Money laundering (PMLA), Attempt to murder (Sec 307)"
rahul,m,Kolar,Karnataka,63,"Kidnapping (Sec 363–369), Murder (Sec 302), Robbery (Sec 392)"
vishal anand,m,Amritsar,Punjab,76,"Overspeeding, Drunk driving, Environmental violations (EPA)"
bhoop singh,m,Udaipur,Rajasthan,30,"Forgery (Sec 463), Cyber stalking, Criminal breach of trust (Sec 405)"
bharti_1.0,f,Jorhat,Assam,55,Violation of traffic signals
yusaf,m,Ludhiana,Punjab,26,"Culpable homicide (Sec 304), Forgery (Sec 463)"
,m,Bhusaval,Maharashtra,33,"Property disputes, Illegal possession or use of arms (Arms Act)"
ambika,f,Brajrajnagar,Odisha,51,"Illegal possession or use of arms (Arms Act), Partition suits, Criminal contempt"
rahul gupta,f,Warangal,Telangana,49,"Kidnapping (Sec 363–369), Sedition (Sec 124A)"
pooja_9.0,f,Delhi,Delhi,42,"Hacking, Culpable homicide (Sec 304)"
imran,m,Davangere,Karnataka,68,Money laundering
deep,m,Ajmer,Rajasthan,78,"Pollution Control Board violations, Cyber stalking, Assault (Sec 351)"
ranveer singh,m,Bhubaneshwar,Odisha,66,Consumer complaints
arpit aroda,m,Karimnagar,Telangana,20,"Theft (Sec 378), Civil contempt, Sedition (Sec 124A)"
nanak chand,m,Jorhat,Assam,40,"Unlawful activities (UAPA), Fraud, Child custody"
geeta,f,Agartala,Tripura,39,Money laundering (PMLA)
gurupreet singh,m,DehraDun,Uttarakhand,62,Narcotic Drugs and Psychotropic Substances offences (NDPS Act)
himanshu bisht,m,Belgaum,Karnataka,44,"Child custody, Divorce and matrimonial issues, Abetment of suicide (Sec 306)"
bhupender kumar,m,Rajkot,Gujarat,77,Property disputes
sonu sharma,f,Coimbatore,Tamil Nadu ,42,Criminal contempt
archna,f,Hyderabad,Telangana,24,"Robbery (Sec 392), Cruelty by husband or relatives (Sec 498A), Cheating (Sec 415)"
kajal_3.0,f,Jorapokhar,Jharkhand,78,Divorce and matrimonial issues
raj kumar,m,Ludhiana,Punjab,45,"Money laundering (PMLA), Kidnapping (Sec 363–369)"
asha_2.0,f,Kochi,Kerala,23,Money laundering
versha,f,Ranchi,Jharkhand,43,"Hacking, Counterfeiting currency (Sec 489A), Child custody"
raghunandan pawar,m,Hospet,Karnataka,76,"Divorce and matrimonial issues, Narcotic Drugs and Psychotropic Substances offences (NDPS Act)"
ruksaar,f,Parbhani,Maharashtra,27,"Dacoity (Sec 395), Fraud"
ajit yadav,m,Delhi,Delhi,68,"Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Adultery (Sec 497 now decriminalized), Land encroachment"
sachin,m,Delhi,Delhi,73,"Criminal breach of trust (Sec 405), Property disputes, Criminal contempt"
kunal,m,Tuticorin,Tamil Nadu ,25,"Dowry death (Sec 304B), Money laundering"
bagwan das,m,Rampura,Rajasthan,25,"Waging war against the Government (Sec 121), Online harassment, Criminal misappropriation (Sec 403)"
monu_1.0,m,Bhopal ,Madhya Pradesh,46,"Property disputes, Environmental violations (EPA)"
meenu vishwas,f,Mumbai,Maharashtra,69,"Cruelty by husband or relatives (Sec 498A), Property disputes, Criminal breach of trust (Sec 405)"
mukul,m,Panipat,Haryana,65,"Theft (Sec 378), Fraud, Criminal breach of trust (Sec 405)"
gaurav maheshwari,m,Krishnanagar,West Bengal,57,"Overspeeding, Partition suits"
raja,m,Purnea,Bihar,30,Online harassment
anita_2.0,f,Bhopal ,Madhya Pradesh,23,Illegal possession or use of arms (Arms Act)
irfa,f,Shahbazpur,Uttar Pradesh,34,"Illegal possession or use of arms (Arms Act), Divorce and matrimonial issues, Civil contempt"
vinod,m,Bamanpuri,Uttar Pradesh,20,"Sedition (Sec 124A), Breach of contract"
koshlya,f,Vizianagaram,Andhra Pradesh,64,"Violation of traffic signals, Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Money laundering"
anil kumar_2.0,m,Ghaziabad,Uttar Pradesh,68,Criminal breach of trust (Sec 405)
mangeram,m,Faridabad,Haryana,66,"Land encroachment, Kidnapping (Sec 363–369), Assault (Sec 351)"
nagma,f,Budaun,Uttar Pradesh,80,"Theft (Sec 378), Consumer complaints"
priyanka_2.0,f,Brahmapur,Odisha,55,"Partition suits, Atrocities against SC/ST (SC/ST Act), Criminal misappropriation (Sec 403)"
arti,f,Muzaffarnagar,Uttar Pradesh,57,"Child custody, Attempt to murder (Sec 307)"
sarita,f,Haora,West Bengal,50,"Driving without a license, Money laundering"
sunil kumar_2.0,m,Dispur,Assam,56,"Sexual offences against children (POSCO Act), Kidnapping (Sec 363–369), Land encroachment"
roshni,f,Udaipur,Rajasthan,76,Murder (Sec 302)
manisha  aamliya,f,Kochi,Kerala,31,"Hacking, Murder (Sec 302), Fraud"
kalu,m,Krishnapuram,Tamil Nadu ,48,"Breach of contract, Pollution Control Board violations"
bindu,f,Itanagar,Arunachal Pradesh,48,Murder (Sec 302)
kamlesh,m,Fyzabad,Uttar Pradesh,78,"Rape (Sec 376), Extortion (Sec 383)"
soni_1.0,f,Hyderabad,Telangana,30,"Atrocities against SC/ST (SC/ST Act), Forgery (Sec 463), Pollution Control Board violations"
smt momin,f,Sirsa,Haryana,72,Cruelty by husband or relatives (Sec 498A)
sultana,f,Thiruvananthapuram,Kerala,41,"Dowry death (Sec 304B), Cheating (Sec 415)"
atitaj singh,m,Gaya,Bihar,64,"Abetment of suicide (Sec 306), Fraud, Assault (Sec 351)"
mangilal kumhar,m,Rajkot,Gujarat,55,"Rape (Sec 376), Illegal possession or use of arms (Arms Act), Money laundering"
kajal_4.0,f,Coimbatore,Tamil Nadu ,43,"Atrocities against SC/ST (SC/ST Act), Adultery (Sec 497 now decriminalized)"
annu,m,Mangalore,Karnataka,53,Money laundering (PMLA)
ranjeet,m,Latur,Maharashtra,41,Environmental violations (EPA)
rekha varhat`,f,Krishnapuram,Tamil Nadu ,65,"Concealing intent to wage war (Sec 123), Hacking"
riju,f,Hisar,Haryana,63,"Criminal contempt, Illegal possession or use of arms (Arms Act)"
ajay kumar,m,Mumbai,Maharashtra,68,"Breach of contract, Bigamy (Sec 494)"
soniya_1.0,f,Chikka Mandya,Karnataka,24,"Pollution Control Board violations, Atrocities against SC/ST (SC/ST Act), Child custody"
vinay,m,Saidpur,Jammu and Kashmir,77,"Consumer complaints, Forgery (Sec 463)"
diksha rana,f,Allahabad,Uttar Pradesh,20,"Assault (Sec 351), Land encroachment, Overspeeding"
fornta,f,Bellary,Karnataka,41,Illegal possession or use of arms (Arms Act)
amir khan,m,Panaji,Goa,80,"Waging war against the Government (Sec 121), Extortion (Sec 383)"
smt rukhsana,f,Agra,Uttar Pradesh,28,Pollution Control Board violations
sita kumari,f,Kohima,Nagaland,78,Violation of traffic signals
ashok kumar,m,Raurkela,Odisha,50,Driving without a license
rakhi_1.0,f,Coimbatore,Tamil Nadu ,31,"Assault (Sec 351), Violation of traffic signals"
nand kishor,m,Tiruvannamalai,Tamil Nadu ,32,"Extortion (Sec 383), Rape (Sec 376), Theft (Sec 378)"
nishu,f,Proddatur,Andhra Pradesh,41,"Data theft, Criminal misappropriation (Sec 403)"
gaurav_1.0,m,Vellore,Tamil Nadu ,45,"Money laundering (PMLA), Cyber stalking"
sanjay saini,m,Patna,Bihar,57,"Abetment of suicide (Sec 306), Drunk driving, Criminal contempt"
manoj,m,Jamshedpur,Jharkhand,22,"Civil contempt, Data theft"
soona bai,f,Delhi,Delhi,51,"Breach of contract, Dacoity (Sec 395), Sedition (Sec 124A)"
deepak_2.0,m,Chanda,Maharashtra,75,"Cheating (Sec 415), Child custody, Bigamy (Sec 494)"
pradeep_1.0,m,Mathura,Uttar Pradesh,51,Drunk driving
aarti_1.0,f,Puri,Odisha,60,"Fraud, Murder (Sec 302), Attempt to murder (Sec 307)"
salu,f,Chanda,Maharashtra,45,"Adultery (Sec 497 now decriminalized), Property disputes"
rakshit ghai,m,Ratlam,Madhya Pradesh,42,"Hacking, Waging war against the Government (Sec 121)"
khush naseeb,f,Cuttack,Odisha,72,"Divorce and matrimonial issues, Drunk driving"
vikram,m,Udaipur,Rajasthan,42,"Data theft, Atrocities against SC/ST (SC/ST Act), Waging war against the Government (Sec 121)"
aavesh kumar,m,Ajmer,Rajasthan,63,"Driving without a license, Murder (Sec 302), Criminal misappropriation (Sec 403)"
ashok kumar_1.0,m,Tharati Etawah,Uttar Pradesh,71,"Environmental violations (EPA), Fraud"
deepa kumari,f,Hisar,Haryana,37,Theft (Sec 378)
yukilal,f,Muzaffarnagar,Uttar Pradesh,65,"Hacking, Theft (Sec 378), Divorce and matrimonial issues"
sahin,f,Rajapalaiyam,Tamil Nadu ,28,Culpable homicide (Sec 304)
kamla,f,Dibrugarh,Assam,57,"Environmental violations (EPA), Sedition (Sec 124A), Unlawful activities (UAPA)"
jatin kumar,m,Sirsa,Haryana,32,"Money laundering (PMLA), Hacking, Consumer complaints"
sachin_1.0,m,Rohtak,Haryana,59,Sedition (Sec 124A)
sanjay_1.0,m,Bhilai,Chhattisgarh,25,"Online harassment, Child custody"
mabiya,f,Parbhani,Maharashtra,61,"Money laundering, Murder (Sec 302), Criminal misappropriation (Sec 403)"
bindu_1.0,f,Alwar,Rajasthan,54,"Land encroachment, Partition suits"
nikki kumari,f,Tiruvannamalai,Tamil Nadu ,72,"Sexual offences against children (POSCO Act), Money laundering (PMLA)"
chndrakla,f,Bhusaval,Maharashtra,67,"Drunk driving, Land encroachment"
mahipal,m,Bamanpuri,Uttar Pradesh,20,Land encroachment
dharam dass,m,Imphal,Manipur,24,Environmental violations (EPA)
deewan,m,Abohar,Punjab,24,"Online harassment, Bigamy (Sec 494), Dacoity (Sec 395)"
sonika brahmin,f,Gulbarga,Karnataka,26,"Waging war against the Government (Sec 121), Civil contempt"
heena_1.0,f,Bellary,Karnataka,62,"Extortion (Sec 383), Rape (Sec 376)"
soni_2.0,f,Sirsa,Haryana,51,"Rape (Sec 376), Property disputes, Murder (Sec 302)"
pramod mishra,m,Ahmedabad,Gujarat,36,"Land encroachment, Breach of contract"
radikha,f,Mangalore,Karnataka,78,"Criminal breach of trust (Sec 405), Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Partition suits"
ikramudeen,m,Port Blair,Andaman and Nicobar Islands,59,"Theft (Sec 378), Assault (Sec 351), Sexual offences against children (POSCO Act)"
reetu,f,Muzaffarpur,Bihar,28,"Overspeeding, Bigamy (Sec 494), Drunk driving"
gyatri,f,Pali,Rajasthan,43,Drunk driving
jahir ahmad,m,Jorhat,Assam,41,"Criminal breach of trust (Sec 405), Partition suits"
sher mohmd,m,Saugor,Madhya Pradesh,21,"Bigamy (Sec 494), Violation of traffic signals"
,m,Bijapur,Karnataka,40,"Land encroachment, Criminal misappropriation (Sec 403), Partition suits"
ajab singh,m,Khanapur,Maharashtra,52,Dacoity (Sec 395)
rajeev,m,Cuttack,Odisha,27,"Cyber stalking, Money laundering"
rakesh kapoor,m,Brahmapur,Odisha,53,"Sedition (Sec 124A), Unlawful activities (UAPA)"
smt. ramvati,f,Ahmadnagar,Maharashtra,78,"Partition suits, Extortion (Sec 383)"
anju_1.0,f,Agartala,Tripura,29,Money laundering
pinki yadav,f,Chirala,Andhra Pradesh,68,Cruelty by husband or relatives (Sec 498A)
aafrin,f,Nellore,Andhra Pradesh,41,"Partition suits, Cheating (Sec 415), Criminal breach of trust (Sec 405)"
shavitri,f,Kurnool,Andhra Pradesh,47,"Breach of contract, Pollution Control Board violations"
varun gupta,m,Dispur,Assam,78,"Cheating (Sec 415), Attempt to murder (Sec 307), Sexual offences against children (POSCO Act)"
doli,f,Bhopal ,Madhya Pradesh,75,Hacking
shipra,f,Shahbazpur,Uttar Pradesh,31,"Partition suits, Unlawful activities (UAPA)"
aasmin,f,Ongole,Andhra Pradesh,59,Drunk driving
anju_2.0,f,Pilibhit,Uttar Pradesh,36,"Dacoity (Sec 395), Robbery (Sec 392)"
hariom,m,Davangere,Karnataka,56,"Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Dacoity (Sec 395)"
rituraj,m,Cuddalore,Tamil Nadu ,21,Civil contempt
vivek adak,m,Ratlam,Madhya Pradesh,68,"Extortion (Sec 383), Attempt to murder (Sec 307), Theft (Sec 378)"
mamta_2.0,f,Dibrugarh,Assam,73,Robbery (Sec 392)
nandram,m,Alipurduar,West Bengal,45,Online harassment
sandeep meghawal,m,Mahabubnagar,Telangana,71,"Abetment of suicide (Sec 306), Environmental violations (EPA), Robbery (Sec 392)"
sundar singh,m,Davangere,Karnataka,78,"Unlawful activities (UAPA), Adultery (Sec 497 now decriminalized), Divorce and matrimonial issues"
varsha,f,Vishakhapatnam,Andhra Pradesh,21,"Data theft, Money laundering, Atrocities against SC/ST (SC/ST Act)"
pooja_10.0,f,Ahmadnagar,Maharashtra,50,"Cheating (Sec 415), Online harassment, Violation of traffic signals"
devraj_1.0,m,Ranchi,Jharkhand,37,"Counterfeiting currency (Sec 489A), Divorce and matrimonial issues, Pollution Control Board violations"
firoz,m,Mangalore,Karnataka,46,"Land encroachment, Forgery (Sec 463), Abetment of suicide (Sec 306)"
dinesh singh,m,Ajmer,Rajasthan,53,"Environmental violations (EPA), Bigamy (Sec 494)"
versha_1.0,f,Muzaffarnagar,Uttar Pradesh,32,"Consumer complaints, Dacoity (Sec 395), Civil contempt"
madhu,f,Warangal,Telangana,45,Narcotic Drugs and Psychotropic Substances offences (NDPS Act)
manju,f,Alipurduar,West Bengal,49,"Cheating (Sec 415), Consumer complaints"
yogita,f,Ahmadnagar,Maharashtra,54,Counterfeiting currency (Sec 489A)
suman tiwari,f,Bhagalpur,Bihar,77,"Culpable homicide (Sec 304), Online harassment, Dowry death (Sec 304B)"
bhhatu,m,Imphal,Manipur,68,"Illegal possession or use of arms (Arms Act), Waging war against the Government (Sec 121), Divorce and matrimonial issues"
neelam_2.0,f,Alwar,Rajasthan,31,"Online harassment, Counterfeiting currency (Sec 489A), Hacking"
fozia,f,Kakinada,Andhra Pradesh,27,"Concealing intent to wage war (Sec 123), Criminal contempt"
payal jain,f,Panaji,Goa,40,"Civil contempt, Criminal breach of trust (Sec 405)"
sharmistha,f,Bhilwara,Rajasthan,24,"Consumer complaints, Counterfeiting currency (Sec 489A), Kidnapping (Sec 363–369)"
afarin,f,Indore,Madhya Pradesh,47,"Divorce and matrimonial issues, Dacoity (Sec 395), Assault (Sec 351)"
pinku,m,Rampura,Rajasthan,40,"Money laundering, Child custody"
prabhjeet singh,m,Ramagundam,Telangana,75,"Kidnapping (Sec 363–369), Breach of contract, Online harassment"
geeta devi,f,Aurangabad,Maharashtra,62,"Abetment of suicide (Sec 306), Cruelty by husband or relatives (Sec 498A)"
narendra,m,Nizamabad,Telangana,72,"Property disputes, Attempt to murder (Sec 307)"
सलमा,f,Diu,Daman and Diu,58,"Child custody, Pollution Control Board violations, Environmental violations (EPA)"
manu,f,Adilabad,Telangana,62,"Waging war against the Government (Sec 121), Rape (Sec 376), Environmental violations (EPA)"
lalita_1.0,f,Bhavnagar,Gujarat,56,"Drunk driving, Concealing intent to wage war (Sec 123)"
shivani_1.0,f,Ahmedabad,Gujarat,76,Illegal possession or use of arms (Arms Act)
mohd.  rajiq,m,Nandyal,Andhra Pradesh,68,"Dacoity (Sec 395), Data theft, Unlawful activities (UAPA)"
sumit,m,Kolar,Karnataka,36,"Fraud, Hacking, Cruelty by husband or relatives (Sec 498A)"
deepa_3.0,f,Hisar,Haryana,78,Extortion (Sec 383)
pawan kumar_1.0,m,Vizianagaram,Andhra Pradesh,47,"Fraud, Assault (Sec 351)"
